"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_nombre","nodo2_nombre","nodo1_region","nodo2_region"
1,24,0.460526315789474,1028,1024.5,"ACATLÁN","HUASCA DE OCAMPO","Región Tulancingo","Región Mineral de la Reforma"
1,60,0.486842105263158,1028,1298,"ACATLÁN","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
2,14,0.430232558139535,3221,1926,"ACAXOCHITLÁN","CALNALI","Región Tulancingo","Región Huejutla"
3,30,0.452380952380952,16621.5,18876,"ACTOPAN","IXMIQUILPAN","Región Actopan","Región Ixmiquilpan"
3,51,0.342391304347826,16621.5,28307,"ACTOPAN","MINERAL DE LA REFORMA","Región Actopan","Región Mineral de la Reforma"
3,76,0.347826086956522,16621.5,31120.5,"ACTOPAN","TULA DE ALLENDE","Región Actopan","Región Tula"
4,6,0.472527472527473,1162,1383,"AGUA BLANCA DE ITURBIDE","ALFAJAYUCAN","Región Tulancingo","Región Ixmiquilpan"
4,35,0.469135802469136,1162,861.5,"AGUA BLANCA DE ITURBIDE","METEPEC","Región Tulancingo","Región Tulancingo"
4,60,0.45679012345679,1162,1298,"AGUA BLANCA DE ITURBIDE","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
5,7,0.465909090909091,3081.5,1202,"AJACUBA","ALMOLOYA","Región Tula","Región Apan"
5,57,0.406976744186047,3081.5,1620,"AJACUBA","SINGUILUCAN","Región Tula","Región Tulancingo"
5,58,0.455555555555556,3081.5,2551,"AJACUBA","TASQUILLO","Región Tula","Región Ixmiquilpan"
5,65,0.477777777777778,3081.5,1835.5,"AJACUBA","TETEPANGO","Región Tula","Región Tula"
6,7,0.483516483516484,1383,1202,"ALFAJAYUCAN","ALMOLOYA","Región Ixmiquilpan","Región Apan"
6,14,0.472527472527473,1383,1926,"ALFAJAYUCAN","CALNALI","Región Ixmiquilpan","Región Huejutla"
6,31,0.451923076923077,1383,2362.5,"ALFAJAYUCAN","JACALA DE LEDEZMA","Región Ixmiquilpan","Región Jacala"
6,35,0.450549450549451,1383,861.5,"ALFAJAYUCAN","METEPEC","Región Ixmiquilpan","Región Tulancingo"
6,37,0.48936170212766,1383,1755,"ALFAJAYUCAN","METZTITLÁN","Región Ixmiquilpan","Región Zacualtipán"
6,59,0.462962962962963,1383,2350.5,"ALFAJAYUCAN","TECOZAUTLA","Región Ixmiquilpan","Región Huichapan"
6,65,0.494505494505495,1383,1835.5,"ALFAJAYUCAN","TETEPANGO","Región Ixmiquilpan","Región Tula"
6,66,0.485981308411215,1383,2415.5,"ALFAJAYUCAN","VILLA DE TEZONTEPEC","Región Ixmiquilpan","Región Tizayuca"
7,14,0.511363636363636,1202,1926,"ALMOLOYA","CALNALI","Región Apan","Región Huejutla"
7,18,0.465909090909091,1202,1600.5,"ALMOLOYA","CHAPULHUACÁN","Región Apan","Región Jacala"
7,65,0.466666666666667,1202,1835.5,"ALMOLOYA","TETEPANGO","Región Apan","Región Tula"
7,82,0.440860215053763,1202,4094.5,"ALMOLOYA","ZAPOTLÁN DE JUÁREZ","Región Apan","Región Pachuca"
8,41,0.443786982248521,8462.5,9396.5,"APAN","MIXQUIAHUALA DE JUÁREZ","Región Apan","Región Actopan"
9,49,0.379310344827586,1096.5,1134.5,"EL ARENAL","PISAFLORES","Región Actopan","Región Jacala"
9,55,0.379310344827586,1096.5,974.5,"EL ARENAL","SANTIAGO DE ANAYA","Región Actopan","Región Actopan"
10,13,0.254098360655738,9624.5,7651.5,"ATITALAQUIA","ATOTONILCO DE TULA","Región Tula","Región Tula"
