"nodo1","nodo2","peso_arista","peso_nodo1","peso_nodo2","nodo1_nombre","nodo2_nombre","nodo1_region","nodo2_region"
1,24,0.452054794520548,1226.5,1037,"ACATLÁN","HUASCA DE OCAMPO","Región Tulancingo","Región Mineral de la Reforma"
1,60,0.486486486486487,1226.5,1301,"ACATLÁN","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
2,14,0.406976744186047,3205.5,1918,"ACAXOCHITLÁN","CALNALI","Región Tulancingo","Región Huejutla"
3,8,0.447513812154696,16594.5,8246.5,"ACTOPAN","APAN","Región Actopan","Región Apan"
4,17,0.455696202531646,1162,1034,"AGUA BLANCA DE ITURBIDE","CHAPANTONGO","Región Tulancingo","Región Huichapan"
4,35,0.475609756097561,1162,869.5,"AGUA BLANCA DE ITURBIDE","METEPEC","Región Tulancingo","Región Tulancingo"
4,60,0.481012658227848,1162,1301,"AGUA BLANCA DE ITURBIDE","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
5,7,0.471910112359551,3065,1189.5,"AJACUBA","ALMOLOYA","Región Tula","Región Apan"
5,22,0.385542168674699,3065,1066,"AJACUBA","EPAZOYUCAN","Región Tula","Región Mineral de la Reforma"
5,35,0.457831325301205,3065,869.5,"AJACUBA","METEPEC","Región Tula","Región Tulancingo"
5,57,0.373493975903614,3065,1808,"AJACUBA","SINGUILUCAN","Región Tula","Región Tulancingo"
5,65,0.460674157303371,3065,1835.5,"AJACUBA","TETEPANGO","Región Tula","Región Tula"
5,72,0.44578313253012,3065,2035.5,"AJACUBA","TLANALAPA","Región Tula","Región Apan"
6,7,0.460674157303371,1540.5,1189.5,"ALFAJAYUCAN","ALMOLOYA","Región Ixmiquilpan","Región Apan"
6,14,0.453488372093023,1540.5,1918,"ALFAJAYUCAN","CALNALI","Región Ixmiquilpan","Región Huejutla"
6,65,0.460674157303371,1540.5,1835.5,"ALFAJAYUCAN","TETEPANGO","Región Ixmiquilpan","Región Tula"
7,14,0.49438202247191,1189.5,1918,"ALMOLOYA","CALNALI","Región Apan","Región Huejutla"
7,18,0.471910112359551,1189.5,1600.5,"ALMOLOYA","CHAPULHUACÁN","Región Apan","Región Jacala"
7,37,0.451612903225806,1189.5,1770,"ALMOLOYA","METZTITLÁN","Región Apan","Región Zacualtipán"
7,65,0.471910112359551,1189.5,1835.5,"ALMOLOYA","TETEPANGO","Región Apan","Región Tula"
7,82,0.450549450549451,1189.5,4302.5,"ALMOLOYA","ZAPOTLÁN DE JUÁREZ","Región Apan","Región Pachuca"
8,41,0.459302325581395,8246.5,9374,"APAN","MIXQUIAHUALA DE JUÁREZ","Región Apan","Región Actopan"
8,50,0.453488372093023,8246.5,6921.5,"APAN","PROGRESO DE OBREGÓN","Región Apan","Región Actopan"
9,22,0.387096774193548,1061.5,1066,"EL ARENAL","EPAZOYUCAN","Región Actopan","Región Mineral de la Reforma"
9,55,0.379310344827586,1061.5,997.5,"EL ARENAL","SANTIAGO DE ANAYA","Región Actopan","Región Actopan"
10,13,0.23015873015873,10462.5,7555,"ATITALAQUIA","ATOTONILCO DE TULA","Región Tula","Región Tula"
11,73,0.445945945945946,1797,2083,"ATLAPEXCO","TLANCHINOL","Región Huejutla","Región Huejutla"
12,16,0.484848484848485,4065,6364,"ATOTONILCO EL GRANDE","CUAUTEPEC DE HINOJOSA","Región Zacualtipán","Región Tulancingo"
12,23,0.456521739130435,4065,6227.5,"ATOTONILCO EL GRANDE","FRANCISCO I. MADERO","Región Zacualtipán","Región Actopan"
12,50,0.470588235294118,4065,6921.5,"ATOTONILCO EL GRANDE","PROGRESO DE OBREGÓN","Región Zacualtipán","Región Actopan"
12,59,0.46969696969697,4065,2320.5,"ATOTONILCO EL GRANDE","TECOZAUTLA","Región Zacualtipán","Región Huichapan"
12,67,0.485074626865672,4065,7714.5,"ATOTONILCO EL GRANDE","TEZONTEPEC DE ALDAMA","Región Zacualtipán","Región Tula"
12,84,0.401515151515151,4065,6329,"ATOTONILCO EL GRANDE","ZIMAPÁN","Región Zacualtipán","Región Ixmiquilpan"
13,56,0.404761904761905,7555,4721.5,"ATOTONILCO DE TULA","SANTIAGO TULANTEPEC DE LUGO GUERRERO","Región Tula","Región Tulancingo"
14,27,0.465116279069767,1918,1360,"CALNALI","HUEHUETLA","Región Huejutla","Región Tulancingo"
14,35,0.5,1918,869.5,"CALNALI","METEPEC","Región Huejutla","Región Tulancingo"
14,37,0.537634408602151,1918,1770,"CALNALI","METZTITLÁN","Región Huejutla","Región Zacualtipán"
14,42,0.476744186046512,1918,1915.5,"CALNALI","MOLANGO DE ESCAMILLA","Región Huejutla","Región Zacualtipán"
14,46,0.515151515151515,1918,3876,"CALNALI","SAN FELIPE ORIZATLÁN","Región Huejutla","Región Huejutla"
15,38,0.357142857142857,928.5,650.5,"CARDONAL","MINERAL DEL CHICO","Región Ixmiquilpan","Región Mineral de la Reforma"
16,23,0.507246376811594,6364,6227.5,"CUAUTEPEC DE HINOJOSA","FRANCISCO I. MADERO","Región Tulancingo","Región Actopan"
16,56,0.454545454545455,6364,4721.5,"CUAUTEPEC DE HINOJOSA","SANTIAGO TULANTEPEC DE LUGO GUERRERO","Región Tulancingo","Región Tulancingo"
16,67,0.529850746268657,6364,7714.5,"CUAUTEPEC DE HINOJOSA","TEZONTEPEC DE ALDAMA","Región Tulancingo","Región Tula"
16,70,0.462121212121212,6364,4377,"CUAUTEPEC DE HINOJOSA","TLAHUELILPAN","Región Tulancingo","Región Tula"
16,74,0.451851851851852,6364,6927,"CUAUTEPEC DE HINOJOSA","TLAXCOAPAN","Región Tulancingo","Región Tula"
17,27,0.467532467532468,1034,1360,"CHAPANTONGO","HUEHUETLA","Región Huichapan","Región Tulancingo"
17,35,0.463414634146341,1034,869.5,"CHAPANTONGO","METEPEC","Región Huichapan","Región Tulancingo"
17,44,0.394736842105263,1034,867,"CHAPANTONGO","NOPALA DE VILLAGRÁN","Región Huichapan","Región Huichapan"
18,31,0.475728155339806,1600.5,2319,"CHAPULHUACÁN","JACALA DE LEDEZMA","Región Jacala","Región Jacala"
18,37,0.473118279569892,1600.5,1770,"CHAPULHUACÁN","METZTITLÁN","Región Jacala","Región Zacualtipán"
18,49,0.393258426966292,1600.5,1137,"CHAPULHUACÁN","PISAFLORES","Región Jacala","Región Jacala"
18,73,0.460674157303371,1600.5,2083,"CHAPULHUACÁN","TLANCHINOL","Región Jacala","Región Huejutla"
19,45,0.363636363636364,772.5,813,"CHILCUAUTLA","OMITLÁN DE JUÁREZ","Región Ixmiquilpan","Región Mineral de la Reforma"
19,60,0.418918918918919,772.5,1301,"CHILCUAUTLA","TENANGO DE DORIA","Región Ixmiquilpan","Región Tulancingo"
20,33,0.517241379310345,349,367.5,"ELOXOCHITLÁN","JUÁREZ HIDALGO","Región Zacualtipán","Región Zacualtipán"
20,71,0.5625,349,281,"ELOXOCHITLÁN","TLAHUILTEPA","Región Zacualtipán","Región Zacualtipán"
21,66,0.490740740740741,2628.5,2479,"EMILIANO ZAPATA","VILLA DE TEZONTEPEC","Región Apan","Región Tizayuca"
22,52,0.3125,1066,4065.5,"EPAZOYUCAN","SAN AGUSTÍN TLAXIACA","Región Mineral de la Reforma","Región Pachuca"
23,41,0.461538461538462,6227.5,9374,"FRANCISCO I. MADERO","MIXQUIAHUALA DE JUÁREZ","Región Actopan","Región Actopan"
23,50,0.450980392156863,6227.5,6921.5,"FRANCISCO I. MADERO","PROGRESO DE OBREGÓN","Región Actopan","Región Actopan"
23,67,0.557971014492754,6227.5,7714.5,"FRANCISCO I. MADERO","TEZONTEPEC DE ALDAMA","Región Actopan","Región Tula"
23,74,0.507246376811594,6227.5,6927,"FRANCISCO I. MADERO","TLAXCOAPAN","Región Actopan","Región Tula"
25,35,0.451219512195122,1582,869.5,"HUAUTLA","METEPEC","Región Huejutla","Región Tulancingo"
25,46,0.474747474747475,1582,3876,"HUAUTLA","SAN FELIPE ORIZATLÁN","Región Huejutla","Región Huejutla"
25,65,0.471910112359551,1582,1835.5,"HUAUTLA","TETEPANGO","Región Huejutla","Región Tula"
26,34,0.212121212121212,404.5,426,"HUAZALINGO","LOLOTLA","Región Huejutla","Región Huejutla"
26,38,0.363636363636364,404.5,650.5,"HUAZALINGO","MINERAL DEL CHICO","Región Huejutla","Región Mineral de la Reforma"
26,71,0.424242424242424,404.5,281,"HUAZALINGO","TLAHUILTEPA","Región Huejutla","Región Zacualtipán"
26,78,0.372093023255814,404.5,899,"HUAZALINGO","XOCHIATIPAN","Región Huejutla","Región Huejutla"
26,79,0.454545454545455,404.5,564.5,"HUAZALINGO","XOCHICOATLÁN","Región Huejutla","Región Zacualtipán"
27,35,0.475609756097561,1360,869.5,"HUEHUETLA","METEPEC","Región Tulancingo","Región Tulancingo"
27,42,0.481012658227848,1360,1915.5,"HUEHUETLA","MOLANGO DE ESCAMILLA","Región Tulancingo","Región Zacualtipán"
27,60,0.467532467532468,1360,1301,"HUEHUETLA","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
28,29,0.3625,20179,8061.5,"HUEJUTLA DE REYES","HUICHAPAN","Región Huejutla","Región Huichapan"
28,30,0.410628019323671,20179,19045.5,"HUEJUTLA DE REYES","IXMIQUILPAN","Región Huejutla","Región Ixmiquilpan"
30,41,0.454106280193237,19045.5,9374,"IXMIQUILPAN","MIXQUIAHUALA DE JUÁREZ","Región Ixmiquilpan","Región Actopan"
30,77,0.417857142857143,19045.5,44079,"IXMIQUILPAN","TULANCINGO DE BRAVO","Región Ixmiquilpan","Región Tulancingo"
31,37,0.466019417475728,2319,1770,"JACALA DE LEDEZMA","METZTITLÁN","Región Jacala","Región Zacualtipán"
31,59,0.504587155963303,2319,2320.5,"JACALA DE LEDEZMA","TECOZAUTLA","Región Jacala","Región Huichapan"
32,46,0.383838383838384,2097.5,3876,"JALTOCÁN","SAN FELIPE ORIZATLÁN","Región Huejutla","Región Huejutla"
33,47,0.241379310344828,367.5,395,"JUÁREZ HIDALGO","PACULA","Región Zacualtipán","Región Jacala"
35,60,0.48780487804878,869.5,1301,"METEPEC","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
36,68,0.4,1101,642.5,"SAN AGUSTÍN METZQUITITLÁN","TIANGUISTENGO","Región Zacualtipán","Región Zacualtipán"
36,71,0.354166666666667,1101,281,"SAN AGUSTÍN METZQUITITLÁN","TLAHUILTEPA","Región Zacualtipán","Región Zacualtipán"
37,42,0.483870967741935,1770,1915.5,"METZTITLÁN","MOLANGO DE ESCAMILLA","Región Zacualtipán","Región Zacualtipán"
37,59,0.467889908256881,1770,2320.5,"METZTITLÁN","TECOZAUTLA","Región Zacualtipán","Región Huichapan"
37,60,0.451612903225806,1770,1301,"METZTITLÁN","TENANGO DE DORIA","Región Zacualtipán","Región Tulancingo"
37,81,0.397849462365591,1770,7930.5,"METZTITLÁN","ZACUALTIPÁN DE ÁNGELES","Región Zacualtipán","Región Zacualtipán"
39,75,0.415841584158416,3056,2628,"MINERAL DEL MONTE","TOLCAYUCA","Región Mineral de la Reforma","Región Tizayuca"
40,71,0.5,507,281,"LA MISIÓN","TLAHUILTEPA","Región Jacala","Región Zacualtipán"
41,50,0.473372781065089,9374,6921.5,"MIXQUIAHUALA DE JUÁREZ","PROGRESO DE OBREGÓN","Región Actopan","Región Actopan"
43,78,0.372093023255814,500.5,899,"NICOLÁS FLORES","XOCHIATIPAN","Región Ixmiquilpan","Región Huejutla"
43,80,0.348837209302326,500.5,1644.5,"NICOLÁS FLORES","YAHUALICA","Región Ixmiquilpan","Región Huejutla"
44,64,0.359375,867,1004.5,"NOPALA DE VILLAGRÁN","TEPETITLÁN","Región Huichapan","Región Tula"
48,77,0.403846153846154,126308.5,44079,"PACHUCA DE SOTO","TULANCINGO DE BRAVO","Región Pachuca","Región Tulancingo"
50,74,0.450980392156863,6921.5,6927,"PROGRESO DE OBREGÓN","TLAXCOAPAN","Región Actopan","Región Tula"
51,76,0.33695652173913,30177.5,31650,"MINERAL DE LA REFORMA","TULA DE ALLENDE","Región Mineral de la Reforma","Región Tula"
53,60,0.527027027027027,1992,1301,"SAN BARTOLO TUTOTEPEC","TENANGO DE DORIA","Región Tulancingo","Región Tulancingo"
54,65,0.45360824742268,2217,1835.5,"SAN SALVADOR","TETEPANGO","Región Actopan","Región Tula"
