"nodo1","nodo2","nodo1_nombre","nodo2_nombre","peso_arista","peso_nodo1","peso_nodo2","nodo1_afinidad","nodo2_afinidad","nodo1_dos_digitos","nodo2_dos_digitos","nodo1_dos_digitos_nombre","nodo2_dos_digitos_nombre"
112512,522210,"Piscicultura y otra acuicultura, excepto camaronicultura","Banca de desarrollo",0.605263157894737,767,191,0.469234664026429,0.486885249944415,11,52,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios financieros y de seguros"
114119,484129,"Pesca y captura de peces, crustáceos, moluscos y otras especies","Otro autotransporte foráneo de carga general",0.416666666666667,911,908.5,0.392944225205774,0.292592799429293,11,48,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Transportes, correos y almacenamiento"
115113,332510,"Beneficio de productos agrícolas","FabricaciÃ³n de herrajes y cerraduras",0.333333333333333,13,58.5,0.342844590139818,0.272993484685421,11,33,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
115119,325110,"Otros servicios relacionados con la agricultura","FabricaciÃ³n de petroquÃ­micos bÃ¡sicos del gas natural y del petrÃ³leo refinado",0.5,5,332,0.328340503560701,0.446364955402991,11,32,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
115210,611152,"Servicios relacionados con la cría y explotación de animales","Escuelas de educación media técnica terminal del sector público",0.5,5,16,0.255674728868129,0.406189649564631,11,61,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios educativos"
115210,711122,"Servicios relacionados con la cría y explotación de animales","Compañías de danza del sector público",0.5,5,2.5,0.255674728868129,0.255028167295037,11,71,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
212222,532121,"Minería de plata","Alquiler de camiones de carga sin chofer",0.5,467,5,0.437193932901023,0.299460886060711,21,53,"Minería","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles   "
212222,541850,"Minería de plata","Agencias de anuncios publicitarios",1,467,23.5,0.437193932901023,0.233960095014734,21,54,"Minería","Servicios profesionales, científicos y técnicos"
212231,212232,"Minería de cobre","Minería de plomo y zinc",1,828.5,477.5,0.394796039758387,0.447122960707726,21,21,"Minería","Minería"
212231,212394,"Minería de cobre","Minería de roca fosfórica",1,828.5,75.5,0.394796039758387,0.386687270776005,21,21,"Minería","Minería"
212231,511142,"Minería de cobre","Edición de directorios y de listas de correo integrada con la impresión",1,828.5,2.5,0.394796039758387,0.35356802134964,21,51,"Minería","Información en medios masivos"
212232,212394,"Minería de plomo y zinc","Minería de roca fosfórica",1,477.5,75.5,0.447122960707726,0.386687270776005,21,21,"Minería","Minería"
212232,511142,"Minería de plomo y zinc","Edición de directorios y de listas de correo integrada con la impresión",1,477.5,2.5,0.447122960707726,0.35356802134964,21,51,"Minería","Información en medios masivos"
212291,432130,"Minería de manganeso","Comercio al por mayor de calzado",0.2,326.5,115.5,0.534708066229138,0.256371179321361,21,43,"Minería","Comercio al por mayor"
212311,711510,"Minería de piedra caliza","Artistas, escritores y técnicos independientes",0.4,675.5,89,0.408151881459076,0.477139722109227,21,71,"Minería","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
212312,511142,"Minería de mármol","Edición de directorios y de listas de correo integrada con la impresión",0.5,7.5,2.5,0.330918428314768,0.35356802134964,21,51,"Minería","Información en medios masivos"
212319,541620,"Minería de otras piedras dimensionadas","Servicios de consultoría en medio ambiente",0.571428571428571,216,40.5,0.46849351869662,0.291836852720597,21,54,"Minería","Servicios profesionales, científicos y técnicos"
212321,611142,"Minería de arena y grava para la construcción","Escuelas de educación secundaria técnica del sector público",0.44,421.5,2486.5,0.42323836012298,0.398116923366946,21,61,"Minería","Servicios educativos"
212322,461220,"Minería de tezontle y tepetate","Comercio al por menor de cigarros, puros y tabaco",0.666666666666667,59,12.5,0.527959019340822,0.300590934002707,21,46,"Minería","Comercio al por menor"
212324,238350,"Minería de sílice","Realización de trabajos de carpintería en el lugar de la construcción",0.5,8,5,0.297118750424113,0.296729750820605,21,23,"Minería","Construcción"
212325,484121,"Minería de caolín","Autotransporte foráneo de productos agrícolas sin refrigeración",0.666666666666667,62.5,127,0.370579450268689,0.286628379453873,21,48,"Minería","Transportes, correos y almacenamiento"
212329,324110,"Minería de otras arcillas y de otros minerales refractarios","RefinaciÃ³n de petrÃ³leo",1,43,251,0.446039020269577,0.374329768600753,21,32,"Minería","Industrias manufactureras"
212329,325991,"Minería de otras arcillas y de otros minerales refractarios","FabricaciÃ³n de cerillos",1,43,251,0.446039020269577,0.482201223004493,21,32,"Minería","Industrias manufactureras"
212329,486210,"Minería de otras arcillas y de otros minerales refractarios","Transporte de gas natural por ductos",1,43,2.5,0.446039020269577,0.303901763949146,21,48,"Minería","Transportes, correos y almacenamiento"
212329,531116,"Minería de otras arcillas y de otros minerales refractarios","Alquiler sin intermediación de edificios industriales dentro de un parque industrial",1,43,8,0.446039020269577,0.306051591714052,21,53,"Minería","Servicios inmobiliarios y de alquiler de bienes muebles e intangibles   "
212392,237121,"Minería de piedra de yeso","Construcción de sistemas de distribución de petróleo y gas",0.5,78,98.5,0.443757390834844,0.307359128194387,21,23,"Minería","Construcción"
212392,512250,"Minería de piedra de yeso","Productoras y distribuidoras discográficas",0.5,78,2.5,0.443757390834844,0.186378975597186,21,51,"Minería","Información en medios masivos"
212394,511142,"Minería de roca fosfórica","Edición de directorios y de listas de correo integrada con la impresión",1,75.5,2.5,0.386687270776005,0.35356802134964,21,51,"Minería","Información en medios masivos"
212399,511142,"Minería de otros minerales no metálicos","Edición de directorios y de listas de correo integrada con la impresión",0.5,124,2.5,0.339184772730498,0.35356802134964,21,51,"Minería","Información en medios masivos"
212399,562921,"Minería de otros minerales no metálicos","RecuperaciÃ³n de residuos por el sector privado",0.5,124,8,0.339184772730498,0.244615327276947,21,56,"Minería","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
213119,466113,"Otros servicios relacionados con la minería","Comercio al por menor de muebles para jardÃ­n",1,20.5,178,0.328909995219702,0.324130100959931,21,46,"Minería","Comercio al por menor"
213119,561730,"Otros servicios relacionados con la minería","Servicios de instalaciÃ³n y mantenimiento de Ã¡reas verdes",0.5,20.5,10.5,0.328909995219702,0.276634731438275,21,56,"Minería","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
213119,562211,"Otros servicios relacionados con la minería","Tratamiento y disposiciÃ³n final de residuos peligrosos por el sector privado",1,20.5,8,0.328909995219702,0.324116509948505,21,56,"Minería","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
221111,611631,"Generación de electricidad a partir de combustibles fósiles","Escuelas de idiomas del sector privado",0.533333333333333,42.5,345.5,0.339370738197646,0.301409092348974,22,61,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios educativos"
221111,611699,"Generación de electricidad a partir de combustibles fósiles","Otros servicios educativos proporcionados por el sector público",0.428571428571429,42.5,168,0.339370738197646,0.451294574263569,22,61,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios educativos"
221121,711111,"Transmisión de energía eléctrica","Compañías de teatro del sector privado",1,43,10.5,0.348519972998388,0.286013632599241,22,71,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
221121,713910,"Transmisión de energía eléctrica","Campos de golf",0.5,43,216,0.348519972998388,0.383111676447602,22,71,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos"
221123,541943,"Comercialización de energía eléctrica","Servicios veterinarios para la ganadería prestados por el sector privado",0.5,243.5,32.5,0.419600972099404,0.499917122353884,22,54,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios profesionales, científicos y técnicos"
221311,561710,"Captación, tratamiento y suministro de agua realizados por el sector privado","Servicios de control y exterminaciÃ³n de plagas",0.444444444444444,129,56,0.361856239829683,0.308616431608296,22,56,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación"
221312,931210,"Captación, tratamiento y suministro de agua realizados por el sector público","Administración pública en general",0.703703703703704,3500.5,23275.5,0.382105412353473,0.477134972200122,22,93,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
236111,611171,"Edificación de vivienda unifamiliar","Escuelas del sector privado que combinan diversos niveles de educación",0.444444444444444,2710.5,6051.5,0.337057095823922,0.364860604187311,23,61,"Construcción","Servicios educativos"
236112,462210,"Edificación de vivienda multifamiliar","Comercio al por menor en tiendas departamentales",0.571428571428571,549.5,3585,0.314600487243826,0.328105311854903,23,46,"Construcción","Comercio al por menor"
236113,238990,"Supervisión de edificación residencial","Otros trabajos especializados para la construcción",0.666666666666667,13,7.5,0.270633879423372,0.33305834041936,23,23,"Construcción","Construcción"
236113,336310,"Supervisión de edificación residencial","FabricaciÃ³n de motores de gasolina y sus partes para vehÃ­culos automotrices",0.666666666666667,13,59,0.270633879423372,0.338628213624287,23,33,"Construcción","Industrias manufactureras"
236113,623211,"Supervisión de edificación residencial","Residencias del sector privado para el cuidado de personas con problemas de retardo mental",0.666666666666667,13,13,0.270633879423372,0.308837447841669,23,62,"Construcción","Servicios de salud y de asistencia social"
