"nodo1","nodo2","nodo1_nombre","nodo2_nombre","peso_arista","peso_nodo1","peso_nodo2","nodo1_afinidad","nodo2_afinidad","nodo1_dos_digitos","nodo2_dos_digitos","nodo1_dos_digitos_nombre","nodo2_dos_digitos_nombre"
112512,931310,"Piscicultura y otra acuicultura, excepto camaronicultura","Regulación y fomento del desarrollo económico",0.461538461538462,777,2383,0.434801520771544,0.405357026622405,11,93,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
112512,931610,"Piscicultura y otra acuicultura, excepto camaronicultura","Actividades administrativas de instituciones de bienestar social",0.552631578947368,777,10349.5,0.434801520771544,0.394905774057761,11,93,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales"
114119,721190,"Pesca y captura de peces, crustáceos, moluscos y otras especies","Cabañas, villas y similares",0.454545454545455,718.5,162,0.337639212443156,0.40859014283663,11,72,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de alojamiento temporal y de preparación de alimentos y bebidas"
115113,623312,"Beneficio de productos agrícolas","Asilos y otras residencias del sector público para el cuidado de ancianos",0.333333333333333,15,18.5,0.297071615173158,0.333411756390324,11,62,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Servicios de salud y de asistencia social"
115210,335120,"Servicios relacionados con la cría y explotación de animales","Fabricación de lámparas ornamentales",0.5,31,5,0.350694123095404,0.265900173742904,11,33,"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza","Industrias manufactureras"
212222,236112,"Minería de plata","Edificación de vivienda multifamiliar",1,253.5,80.5,0.379351324346224,0.332183114269981,21,23,"Minería","Construcción"
212231,212232,"Minería de cobre","Minería de plomo y zinc",1,251,251,0.382253060350067,0.414625365766553,21,21,"Minería","Minería"
212232,212394,"Minería de plomo y zinc","Minería de roca fosfórica",1,251,75.5,0.414625365766553,0.5024655227312,21,21,"Minería","Minería"
212291,491110,"Minería de manganeso","Servicios postales",0.111111111111111,426.5,537,0.454163182327346,0.390566100384209,21,49,"Minería","Transportes, correos y almacenamiento"
212311,238130,"Minería de piedra caliza","Trabajos de albañilería",0.428571428571429,734,26,0.394425119042376,0.297327416159286,21,23,"Minería","Construcción"
212312,327310,"Minería de mármol","Fabricación de cemento y productos a base de cemento en plantas integradas",0.666666666666667,31,969.5,0.332661888430704,0.376931078832786,21,32,"Minería","Industrias manufactureras"
212312,611622,"Minería de mármol","Escuelas de deporte del sector público",0.333333333333333,31,66,0.332661888430704,0.378934495122121,21,61,"Minería","Servicios educativos"
212319,316219,"Minería de otras piedras dimensionadas","Fabricación de huaraches y calzado de otro tipo de materiales",0.375,192.5,82.5,0.455022503902193,0.368494060293528,21,31,"Minería","Industrias manufactureras"
212321,611142,"Minería de arena y grava para la construcción","Escuelas de educación secundaria técnica del sector público",0.4,759,2154,0.392385318356396,0.367943097474876,21,61,"Minería","Servicios educativos"
212322,336340,"Minería de tezontle y tepetate","Fabricación de partes de sistemas de frenos para vehículos automotrices",0.5,45.5,351,0.460547732855621,0.362747774378797,21,33,"Minería","Industrias manufactureras"
212324,431212,"Minería de sílice","Comercio al por mayor de vinos y licores",0.5,20.5,7.5,0.364699694565494,0.228247269006981,21,43,"Minería","Comercio al por mayor"
